"timestamp (abs)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
20521,20000,1,1,0,1,1,1,1,1
20524,20000,1,1,1,1,1,1,1,1
20703,20000,1,1,0,1,1,1,1,1
20709,20000,0,1,0,1,1,1,1,1
20710,20000,0,0,0,1,1,1,1,1
20724,20000,0,0,0,0,1,1,1,1
20845,20000,0,0,0,1,1,1,1,1
20852,20000,1,0,0,1,1,1,1,1
20855,20000,1,1,0,1,1,1,1,1
20858,20000,1,1,1,1,1,1,1,1
21033,20000,0,0,0,0,1,0,0,0
21073,20000,0,0,0,0,1,1,1,1
21179,20000,0,0,0,1,1,1,1,1
21186,20000,1,0,0,1,1,1,1,1
21188,20000,1,1,0,1,1,1,1,1
21192,20000,1,1,1,1,1,1,1,1
21367,20000,1,1,0,1,1,1,1,1
21375,20000,0,1,0,1,1,1,1,1
21376,20000,0,0,0,1,1,1,1,1
21388,20000,0,0,0,0,1,1,1,1
21513,20000,0,0,0,1,1,1,1,1
21519,20000,1,0,0,1,1,1,1,1
21522,20000,1,1,0,1,1,1,1,1
21525,20000,1,1,1,1,1,1,1,1
21653,20000,1,1,1,1,1,0,0,0
21678,20000,1,1,0,1,1,0,0,0
21679,20000,1,1,0,0,1,0,0,0
21692,20000,1,0,0,0,1,0,0,0
21693,20000,0,0,0,0,1,0,0,0
21859,20000,1,0,0,0,1,0,0,0
21864,20000,1,1,0,0,1,0,0,0
21879,20000,1,1,1,0,1,0,0,0
21880,20000,1,1,1,1,1,0,0,0
22013,20000,1,1,0,1,1,0,0,0
22015,20000,1,1,0,0,1,0,0,0
22028,20000,1,0,0,0,1,0,0,0
22030,20000,0,0,0,0,1,0,0,0
22192,20000,1,0,0,0,1,0,0,0
22196,20000,1,1,0,0,1,0,0,0
22211,20000,1,1,1,0,1,0,0,0
22213,20000,1,1,1,1,1,0,0,0
22233,20000,1,1,1,1,1,1,1,1
22370,20000,1,1,0,1,1,1,1,1
22376,20000,0,1,0,1,1,1,1,1
22377,20000,0,0,0,1,1,1,1,1
22390,20000,0,0,0,0,1,1,1,1
22510,20000,0,0,0,1,1,1,1,1
22517,20000,1,0,0,1,1,1,1,1
22520,20000,1,1,0,1,1,1,1,1
22523,20000,1,1,1,1,1,1,1,1
22701,20000,1,1,0,1,1,1,1,1
22708,20000,0,1,0,1,1,1,1,1
22710,20000,0,0,0,1,1,1,1,1
22723,20000,0,0,0,0,1,1,1,1
22833,20000,0,0,0,0,1,0,0,0
22861,20000,1,0,0,0,1,0,0,0
22865,20000,1,1,0,0,1,0,0,0
22880,20000,1,1,1,0,1,0,0,0
22882,20000,1,1,1,1,1,0,0,0
22913,20000,1,1,1,1,1,1,0,0
22982,20000,1,1,1,1,1,1,1,1
23034,20000,1,1,0,1,1,1,1,1
23041,20000,0,1,0,1,1,1,1,1
23042,20000,0,0,0,1,1,1,1,1
23055,20000,0,0,0,0,1,1,1,1
23073,20000,0,0,0,0,1,0,0,0
23192,20000,1,0,0,0,1,0,0,0
23197,20000,1,1,0,0,1,0,0,0
23211,20000,1,1,1,0,1,0,0,0
23213,20000,1,1,1,1,1,0,0,0
23346,20000,1,1,0,1,1,0,0,0
23348,20000,1,1,0,0,1,0,0,0
23361,20000,1,0,0,0,1,0,0,0
23362,20000,0,0,0,0,1,0,0,0
23524,20000,1,0,0,0,1,0,0,0
23529,20000,1,1,0,0,1,0,0,0
23544,20000,1,1,1,1,1,0,0,0
23680,20000,1,1,0,1,1,0,0,0
23682,20000,1,1,0,0,1,0,0,0
23694,20000,1,0,0,0,1,0,0,0
23696,20000,0,0,0,0,1,0,0,0
23753,20000,0,0,0,0,1,1,0,0
23762,20000,0,0,0,0,1,1,1,1
23840,20000,0,0,0,1,1,1,1,1
23848,20000,1,0,0,1,1,1,1,1
23851,20000,1,1,0,1,1,1,1,1
23855,20000,1,1,1,1,1,1,1,1
24035,20000,1,1,0,1,1,1,1,1
24042,20000,0,0,0,1,1,1,1,1
24053,20000,0,0,0,0,1,0,0,0
24093,20000,0,0,0,0,1,1,0,0
24113,20000,0,0,0,0,1,0,0,0
24192,20000,1,0,0,0,1,0,0,0
24197,20000,1,1,0,0,1,0,0,0
24211,20000,1,1,1,1,1,0,0,0
24344,20000,1,1,0,1,1,0,0,0
24347,20000,1,1,0,0,1,0,0,0
24360,20000,1,0,0,0,1,0,0,0
24361,20000,0,0,0,0,1,0,0,0
24524,20000,1,0,0,0,1,0,0,0
24528,20000,1,1,0,0,1,0,0,0
24529,20000,1,0,0,0,1,0,0,0
24530,20000,1,1,0,0,1,0,0,0
24543,20000,1,1,1,1,1,0,0,0
24576,20000,1,1,1,1,1,0,0,0
